player_id,game_type,game_level,play_time,last_interaction
6427006,knowledge,2,801,7162
6427006,refusal,3,108,9555
6427006,people,5,289,11223
6427006,people,8,500,13740
6427006,refusal,2,210,15427
6427006,refusal,5,155,15582
6427006,refusal,6,111,15752
6427006,priority,3,294,17118
6427006,priority,5,407,17525
6427006,priority,8,1096,18621
6427006,refusal,7,198,19742
6427006,knowledge,7,274,20132
6427006,knowledge,8,400,20613
6427006,people,6,264,22202
6427006,people,9,386,22588
6427006,people,7,456,23385
6427006,priority,6,264,23756
6427006,priority,7,844,24600
6427006,people,2,687,24962
6427006,people,3,1181,25576
6427006,knowledge,4,244,26245
6427006,refusal,8,244,27548
6427006,refusal,9,96,27644
6427006,priority,9,329,28210
6427006,knowledge,3,939,28801
6427006,knowledge,9,512,29588
6427006,knowledge,6,726,29961
6427006,people,4,1137,31514
6427006,knowledge,5,1361,31910
6427007,priority,0,630,2792
6427007,people,0,496,3015
6427007,knowledge,0,515,3554
6427008,people,0,259,963
6427008,priority,0,412,2077
6427008,knowledge,0,970,3178
6427008,people,1,715,4535
6427008,priority,4,337,5656
6427008,priority,2,461,7634
6427008,knowledge,1,264,8010
6427008,knowledge,2,184,8194
6427008,refusal,3,1037,10459
6427008,refusal,1,304,10682
6427008,refusal,0,272,10795
6427008,refusal,4,284,10963
6427008,knowledge,7,604,13354
6427008,knowledge,3,435,13797
6427008,people,7,283,14242
6427008,priority,1,198,14909
6427008,priority,3,327,15326
6427008,people,2,766,15573
6427008,people,3,418,15878
6427008,people,8,440,16050
6427008,refusal,6,109,16181
6427008,knowledge,6,354,16663
6427008,people,5,281,17443
6427008,refusal,2,1799,20800
6427010,priority,0,89,1810
6427010,people,0,1063,4331
6427011,people,0,194,842
6427011,knowledge,0,555,2569
6427011,priority,0,497,2915
6427011,priority,1,106,4218
6427011,refusal,4,107,4677
6427011,knowledge,1,321,5618
6427011,priority,4,209,7507
6427011,refusal,1,366,8279
6427011,refusal,3,222,8483
6427011,refusal,0,290,8697
6427011,priority,2,887,10062
6427011,knowledge,8,341,10583
6427011,knowledge,6,229,10822
6427011,refusal,6,80,11109
6427011,priority,8,310,12015
6427011,knowledge,7,172,12507
6427011,refusal,5,113,12786
6427011,refusal,2,226,13149
6427011,priority,3,172,13976
6427011,priority,5,137,14122
6427011,knowledge,5,263,14402
6427011,people,8,491,14699
6427011,people,1,426,14982
6427011,refusal,7,102,15375
6427011,people,9,407,16671
6427011,priority,6,201,16954
6427011,priority,9,221,17417
6427011,priority,7,336,17546
6427011,people,3,341,17645
6427011,people,5,254,17844
6427011,people,7,481,18126
6427011,knowledge,3,167,18799
6427011,people,2,606,19379
6427011,refusal,8,90,20243
6427011,refusal,9,69,20312
6427011,knowledge,9,316,21594
6427011,knowledge,4,316,22037
6427011,knowledge,2,602,22204
6427011,people,4,834,22586
6427011,people,6,911,23044
6427012,people,0,215,849
6427012,knowledge,0,724,3592
6427012,priority,0,866,3752
6427012,refusal,0,163,4093
6427012,people,1,344,4504
6427012,refusal,1,170,5485
6427012,refusal,4,114,5599
6427012,priority,1,121,6055
6427012,priority,2,202,6257
6427012,priority,4,154,6411
6427012,knowledge,1,445,6876
6427012,refusal,3,97,8624
6427012,people,5,195,9397
6427012,people,7,163,9703
6427012,knowledge,5,228,10934
6427012,knowledge,6,220,11154
6427012,knowledge,8,201,11515
6427012,refusal,2,247,12462
6427012,priority,5,263,13557
6427012,priority,9,184,13741
6427012,refusal,5,98,14063
6427012,refusal,6,69,14132
6427012,refusal,7,240,16070
6427012,people,9,295,16488
6427012,priority,6,164,16980
6427012,priority,8,281,17143
6427012,priority,7,350,17493
6427012,people,3,433,17858
6427012,people,8,502,18482
6427012,people,6,493,18722
6427012,knowledge,7,307,19218
6427012,refusal,8,155,19928
6427012,people,4,1113,21729
6427012,knowledge,3,668,22999
6427012,knowledge,9,721,24087
6427012,knowledge,4,658,24409
6427012,priority,3,502,24792
6427012,people,2,1010,25536
6427012,refusal,9,246,25722
6427012,knowledge,2,1404,26094
6427013,people,0,241,1128
6427013,priority,0,309,1351
6427013,knowledge,0,1643,4963
6427013,people,1,406,5447
6427013,refusal,0,466,6083
6427013,priority,2,233,6822
6427013,refusal,1,489,7549
6427013,knowledge,2,247,8260
6427013,refusal,4,406,8676
6427013,people,8,385,9528
6427013,knowledge,1,530,10098
6427013,people,2,194,10600
6427013,refusal,3,308,11248
6427013,priority,1,71,11421
6427013,refusal,5,251,12554
6427013,refusal,6,163,12830
6427013,people,5,229,13162
6427013,priority,8,101,13901
6427013,priority,5,260,14161
6427013,priority,3,112,14273
6427013,priority,9,83,16206
6427013,knowledge,5,498,17347
6427013,knowledge,7,520,23104
6427013,refusal,2,149,23446
6427013,people,3,329,23809
6427013,knowledge,8,166,23941
6427013,knowledge,3,850,26092
6427013,priority,4,467,26384
6427013,knowledge,6,2348,26777
6427014,priority,0,523,2298
6427014,people,0,464,3512
6427014,knowledge,0,1578,4686
6427014,priority,4,519,5924
6427014,people,1,182,6144
6427014,refusal,4,119,7926
6427014,priority,2,223,8185
6427014,knowledge,1,225,8535
6427014,people,2,195,9530
6427014,refusal,3,98,10329
6427014,refusal,1,240,10688
6427014,refusal,0,317,10812
6427015,people,0,547,1537
6427015,priority,0,324,2277
6427015,knowledge,0,917,3266
6427015,people,1,186,4387
6427015,priority,1,66,5860
6427015,priority,2,138,6010
6427015,priority,4,113,6123
6427015,people,8,109,7055
6427015,knowledge,1,210,7569
6427015,knowledge,2,314,7883
6427015,people,2,295,8859
6427015,refusal,0,1230,9397
6427015,refusal,1,577,9745
6427015,refusal,3,152,11769
6427015,refusal,4,920,12200
6427015,people,7,104,12472
6427015,people,5,402,12792
6427015,knowledge,3,254,13130
6427015,knowledge,5,168,13319
6427016,priority,0,605,1902
6427016,people,0,920,2836
6427016,knowledge,0,1475,4721
6427016,people,1,655,5896
6427016,refusal,0,1258,7338
6427016,priority,1,251,8219
6427016,refusal,4,216,9690
6427016,refusal,1,913,10342
6427016,knowledge,1,593,10912
6427016,refusal,3,354,12911
6427016,people,2,204,14143
6427016,people,7,245,14786
6427016,people,8,313,15099
6427016,knowledge,7,236,16426
6427016,priority,9,469,18299
6427016,priority,5,869,19302
6427016,knowledge,6,287,20160
6427016,refusal,5,160,20631
6427016,refusal,6,220,20971
6427016,knowledge,9,335,23553
6427016,priority,8,836,25184
6427016,priority,4,537,26138
6427016,refusal,2,299,26371
6427016,priority,7,383,26870
6427016,refusal,7,415,27651
6427016,knowledge,3,167,27957
6427016,refusal,9,180,28757
6427016,knowledge,2,641,29481
6427016,priority,6,432,30984
6427016,knowledge,4,367,31173
6427016,people,6,440,31946
6427016,priority,2,627,32571
6427016,priority,3,1336,32953
6427016,people,3,380,33092
6427016,people,5,784,33193
6427016,people,9,930,33315
6427016,knowledge,5,347,33457
6427016,knowledge,8,460,33639
6427017,people,0,401,1548
6427017,priority,0,1403,7281
6427017,knowledge,0,2059,8204
6427017,knowledge,1,273,181215
6427017,knowledge,2,895,183902
6427017,refusal,0,185,186169
6427017,refusal,1,896,187012
6427017,refusal,4,1582,187308
6427017,priority,1,1040,188637
6427017,priority,4,300,190138
6427017,refusal,3,578,194389
6427017,knowledge,7,429,194840
6427017,people,7,1050,197667
6427017,knowledge,3,428,198247
6427017,priority,3,149,199487
6427017,people,5,928,201839
6427017,priority,5,379,202244
6427017,refusal,5,206,203413
6427017,refusal,6,167,203580
6427017,knowledge,6,379,204114
6427017,knowledge,9,1218,206627
6427017,people,3,555,207325
6427017,people,2,1082,207557
6427017,people,8,1296,208316
6427017,priority,2,1309,208951
6427017,refusal,2,557,209485
6427018,people,0,393,1093
6427018,priority,0,1112,7869
6427018,knowledge,0,2647,10214
6427018,people,1,1083,13691
6427018,knowledge,2,153,16081
6427018,priority,2,1528,16674
6427018,refusal,4,697,21409
6427018,knowledge,1,127,21897
6427018,refusal,0,753,24997
6427018,refusal,1,1884,25250
6427018,refusal,3,1151,25416
6427018,knowledge,5,240,25692
6427018,people,5,109,25901
6427018,priority,1,100,27292
6427018,people,7,2302,29806
6427018,people,2,133,30014
6427018,priority,3,425,31310
6427018,priority,4,406,31573
6427018,knowledge,7,125,31799
6427018,knowledge,3,255,32064
6427018,people,3,366,34548
6427018,knowledge,6,245,34830
6427018,people,8,209,35183
6427018,knowledge,8,136,35399
6427018,priority,9,155,35684
6427018,refusal,6,583,36598
6427018,refusal,5,1580,40565
6427018,refusal,2,2678,41502
6427018,knowledge,9,154,42142
6427018,priority,7,105,42268
6427018,priority,8,170,42372
6427018,refusal,7,426,42764
6427018,knowledge,4,526,43870
6427019,people,0,144,1012
6427019,priority,0,1465,3021
6427019,knowledge,0,892,3961
6427019,refusal,0,160,4498
6427019,people,1,387,4982
6427019,refusal,1,169,5654
6427019,refusal,4,145,5799
6427019,priority,1,449,6389
6427019,knowledge,1,250,7514
6427019,refusal,3,223,8958
6427019,people,2,506,9925
6427019,people,7,349,10443
6427019,priority,3,234,11825
6427019,priority,8,299,12299
6427019,knowledge,3,195,14471
6427019,refusal,5,75,15357
6427019,refusal,6,96,15453
6427019,knowledge,7,145,17220
6427019,refusal,7,347,19400
6427019,priority,7,142,19664
6427019,people,3,357,20391
6427019,people,6,162,20564
6427019,knowledge,4,178,20789
6427019,priority,6,188,21068
6427019,people,9,271,21998
6427019,people,5,602,22848
6427019,knowledge,9,394,23301
6427019,priority,4,668,23753
6427019,knowledge,2,568,24416
6427019,refusal,8,118,25091
6427019,people,4,253,25650
6427019,priority,5,816,25802
6427019,priority,2,390,26012
6427019,knowledge,5,422,26217
6427019,knowledge,6,619,26393
6427019,knowledge,8,299,26542
6427019,people,8,1203,27486
6427019,refusal,9,82,27646
6427022,people,0,587,2272
6427022,priority,0,345,3024
6427022,knowledge,0,1423,5142
6427022,people,1,480,5819
6427022,people,2,283,9873
6427022,priority,2,210,10302
6427022,refusal,0,716,11618
6427022,refusal,4,498,11899
6427022,refusal,1,498,11983
6427022,people,3,111,12180
6427022,priority,1,106,14604
6427022,priority,4,313,14909
6427022,priority,8,106,15942
6427022,knowledge,8,571,16552
6427022,knowledge,6,395,17144
6427022,refusal,3,81,19456
6427022,refusal,2,151,20129
6427022,refusal,6,87,22115
6427022,refusal,5,92,22212
6427022,priority,7,153,22721
6427022,knowledge,7,152,25431
6427022,refusal,7,241,25555
6427022,people,9,213,25999
6427022,priority,3,165,26193
6427022,people,5,104,27575
6427022,people,7,210,27760
6427022,priority,9,441,28478
6427022,priority,6,170,28731
6427022,priority,5,461,29579
6427022,refusal,9,276,31330
6427022,people,8,708,32188
6427022,knowledge,3,769,32587
6427022,people,6,328,32719
6427022,knowledge,5,575,33102
6427022,refusal,8,345,34280
6427022,people,4,254,35145
6427022,knowledge,1,572,35392
6427022,knowledge,9,480,36196
6427022,knowledge,2,450,36373
6427022,knowledge,4,305,36522
6427023,people,0,368,1752
6427023,priority,0,520,2458
6427023,knowledge,0,645,3838
6427023,people,1,904,5225
6427023,refusal,0,354,5838
6427023,priority,1,191,6442
6427023,priority,2,177,6619
6427023,priority,4,181,6800
6427023,refusal,1,1188,8171
6427023,refusal,4,139,8353
6427023,knowledge,1,540,9336
6427023,refusal,3,406,10992
6427023,people,7,185,12143
6427023,people,5,380,13468
6427023,people,2,454,13786
6427023,people,8,963,14285
6427023,knowledge,7,434,16777
6427023,refusal,2,131,17014
6427023,refusal,5,138,17152
6427023,refusal,6,160,17312
6427023,knowledge,5,484,18925
6427023,priority,3,486,19118
6427023,knowledge,8,273,20515
6427023,priority,5,499,20881
6427023,priority,7,98,20979
6427023,refusal,7,161,21305
6427023,knowledge,9,276,21614
6427023,knowledge,6,172,21938
6427023,people,6,424,24373
6427023,priority,6,138,24534
6427023,priority,8,180,24714
6427023,priority,9,243,24957
6427023,knowledge,3,264,25169
6427023,knowledge,4,240,25289
6427023,people,9,1537,26566
6427023,people,3,874,26722
6427023,knowledge,2,594,27072
6427023,refusal,8,265,27835
6427023,refusal,9,111,27987
6427023,people,4,473,29448
6427024,people,0,1552,6046
6427024,knowledge,0,2026,6593
6427024,priority,0,873,6765
6427024,refusal,0,1506,11042
6427024,priority,2,199,11704
6427024,priority,1,122,11826
6427024,refusal,1,663,13459
6427024,refusal,4,962,14124
6427024,people,2,417,15863
6427024,people,8,685,16548
6427024,knowledge,2,566,17253
6427024,refusal,3,201,17745
6427024,priority,3,764,20974
6427024,priority,4,346,21320
6427024,priority,5,133,21453
6427024,priority,9,304,21898
6427024,knowledge,9,374,24830
6427024,refusal,5,825,26766
6427024,refusal,2,876,27119
6427024,knowledge,3,869,28399
6427024,knowledge,6,1076,31354
6427024,knowledge,7,124,31478
6427024,knowledge,8,286,31764
6427024,people,6,862,34504
6427024,people,7,931,34915
6427024,refusal,7,873,35368
6427024,knowledge,4,243,36259
6427024,priority,6,323,37636
6427024,priority,7,187,37823
6427024,people,9,800,39621
6427024,knowledge,5,1686,40018
6427024,refusal,6,440,40886
6427024,people,1,1553,41765
6427024,refusal,9,147,42481
6427024,knowledge,1,866,43315
6427024,people,3,1116,43694
6427024,people,5,872,44149
6427025,priority,0,386,2116
6427025,knowledge,0,4733,9285
6427025,people,0,536,9585
6427025,priority,2,194,12577
6427025,knowledge,2,566,13224
6427025,knowledge,1,814,14803
6427025,people,1,1327,15716
6427025,people,2,204,15948
6427025,refusal,0,592,20782
6427025,refusal,4,2382,20897
6427025,priority,4,376,21121
6427025,refusal,1,1971,21763
6427025,priority,1,106,25310
6427025,priority,8,112,25623
6427025,priority,9,1040,26771
6427025,people,3,2441,28203
6427025,refusal,5,415,30576
6427025,people,8,924,31159
6427026,priority,0,341,1865
6427026,knowledge,0,455,3112
6427026,people,0,456,3346
6427026,people,1,273,3673
6427026,refusal,0,175,4185
6427026,priority,1,121,5015
6427026,priority,2,144,5159
6427026,priority,4,139,5298
6427026,knowledge,1,753,7438
6427026,refusal,1,267,7779
6427026,people,2,305,8299
6427026,refusal,4,265,9556
6427026,people,3,179,9904
6427026,priority,8,605,10555
6427026,priority,9,507,11062
6427026,refusal,5,107,11924
6427026,people,8,875,13043
6427026,knowledge,9,847,14706
6427026,refusal,6,398,17317
6427026,refusal,2,607,17967
6427026,refusal,3,951,18674
6427026,priority,3,147,20261
6427026,priority,7,179,20440
6427026,priority,5,109,20549
6427026,people,5,367,21457
6427026,people,9,479,22368
6427026,people,6,949,24178
6427026,knowledge,8,627,24784
6427026,knowledge,6,482,25000
6427026,knowledge,4,557,25632
6427026,refusal,9,155,26014
6427026,priority,6,139,26161
6427026,knowledge,3,339,27278
6427026,knowledge,2,687,27665
6427026,knowledge,7,428,28121
6427026,people,4,201,28600
6427026,people,7,1279,29456
6427026,refusal,8,221,29708
6427026,knowledge,5,783,30081
6427027,people,0,2268,11792
6427027,priority,0,1458,12389
6427027,knowledge,0,2691,17032
6427027,people,1,206,17616
6427027,refusal,0,7354,28126
6427027,priority,1,165,28429
6427027,priority,2,200,28629
6427027,priority,4,322,28951
6427027,people,2,144,29673
6427027,refusal,4,1515,32663
6427027,knowledge,2,466,33623
6427027,knowledge,1,270,33979
6427027,people,8,889,35156
6427027,refusal,1,1441,36426
6427028,priority,0,526,2710
6427028,people,0,542,3284
6427028,knowledge,0,1954,5637
6427028,people,1,451,6535
6427028,refusal,0,657,7535
6427028,priority,1,104,8277
6427028,knowledge,1,721,9295
6427028,refusal,3,1919,16173
6427028,refusal,1,685,16750
6427028,refusal,4,723,17188
6427028,refusal,2,520,18440
6427028,priority,2,149,22249
6427028,knowledge,2,504,22933
6427028,people,8,398,24031
6427028,priority,3,448,24244
6427028,knowledge,3,413,25140
6427028,refusal,6,249,25953
6427028,knowledge,5,445,26476
6427028,people,3,797,27532
6427028,priority,4,442,28019
6427028,knowledge,6,263,28395
6427028,people,7,555,30192
6427028,knowledge,7,343,30926
6427028,priority,5,95,31474
6427028,refusal,5,920,32307
6427028,people,6,442,32834
6427028,people,2,494,33251
6427028,people,5,1236,33739
6427028,refusal,7,397,34258
6427028,knowledge,8,282,34675
6427029,priority,0,332,2282
6427029,people,0,1383,8630
6427029,knowledge,0,2209,11626
6427029,people,1,1416,12370
6427029,refusal,0,1251,12507
6427030,priority,0,756,3561
6427030,people,0,1057,4867
6427030,knowledge,0,3982,12075
6427030,people,1,1535,13927
6427030,priority,1,169,16193
6427030,priority,2,331,16524
6427030,people,2,1294,19254
6427030,knowledge,1,954,21965
6427030,refusal,1,809,23002
6427030,refusal,4,1333,23338
6427030,refusal,3,269,24985
6427030,refusal,0,1183,25742
6427030,knowledge,3,246,26108
6427030,knowledge,5,689,26835
6427030,priority,3,1033,28329
6427030,priority,4,365,28694
6427030,priority,5,358,29052
6427031,people,0,269,1474
6427031,priority,0,160,1864
6427031,knowledge,0,2617,4977
6427031,people,1,760,5991
6427031,refusal,0,580,6972
6427031,priority,1,226,8041
6427031,knowledge,1,190,8646
6427031,priority,2,447,10572
6427031,people,2,363,182610
6427031,people,8,904,183514
6427031,refusal,1,333,184103
6427031,refusal,4,275,185115
6427031,refusal,3,572,186039
6427031,people,7,500,187013
6427031,priority,3,359,187396
6427031,priority,4,239,187569
6427031,people,3,1062,189794
6427031,priority,5,346,190606
6427031,refusal,2,654,191304
6427031,refusal,6,234,192125
6427031,refusal,5,63,192199
6427031,knowledge,3,74,192407
6427031,people,5,1177,193391
6427031,priority,9,374,194177
6427032,people,0,578,1527
6427032,priority,0,554,2385
6427032,knowledge,0,1300,3900
6427033,people,0,211,1124
6427033,priority,0,432,1684
6427033,knowledge,0,1592,3586
6427033,priority,1,112,5076
6427033,priority,2,221,5298
6427033,priority,4,411,5709
6427033,knowledge,1,344,6223
6427033,people,2,180,6969
6427033,refusal,1,221,8077
6427033,refusal,3,151,9062
6427033,refusal,0,234,9325
6427033,refusal,4,598,10151
6427033,refusal,6,232,13068
6427033,refusal,5,162,13230
6427033,priority,5,310,13937
6427033,refusal,2,477,16582
6427033,people,6,171,17457
6427033,knowledge,5,461,19081
6427033,refusal,7,280,19240
6427033,priority,3,499,19655
6427033,priority,6,242,21110
6427033,people,3,287,22762
6427033,people,5,540,23170
6427033,people,7,373,23322
6427033,refusal,9,129,24974
6427033,people,1,659,25172
6427033,priority,7,219,25416
6427033,priority,9,163,25936
6427033,priority,8,494,26766
6427033,people,8,995,26942
6427033,people,9,903,27095
6427033,knowledge,6,493,27256
6427033,knowledge,7,280,27379
6427033,knowledge,3,593,27936
6427033,knowledge,4,427,28225
6427033,knowledge,9,1116,28880
6427033,knowledge,2,1281,30273
6427033,knowledge,8,947,31953
6427033,refusal,8,233,32196
6427033,people,4,307,32612
6427034,priority,0,232,1386
6427034,people,0,177,1739
6427034,knowledge,0,2578,5284
6427034,people,1,3049,9262
6427034,refusal,0,1482,11916
6427034,knowledge,1,317,14756
6427034,knowledge,2,245,17134
6427034,refusal,1,1984,18572
6427034,people,8,537,19851
6427034,priority,2,705,20296
6427034,priority,1,409,21461
6427034,refusal,4,1053,21952
6427034,priority,8,418,22522
6427034,priority,4,953,25503
6427034,priority,9,682,26185
6427034,people,3,436,26814
6427034,people,2,1143,27168
6427035,people,0,758,2013
6427035,priority,0,777,3179
6427035,knowledge,0,1923,5664
6427035,refusal,0,1651,9054
6427035,priority,1,157,9961
6427035,priority,4,408,10927
6427035,priority,2,846,11215
6427035,knowledge,1,260,11858
6427035,knowledge,2,270,12128
6427035,refusal,4,216,13216
6427035,people,7,871,17047
6427035,people,8,2231,18370
6427035,refusal,3,597,20236
6427035,refusal,1,1735,21228
6427035,knowledge,3,361,22347
6427035,people,3,883,23783
6427035,knowledge,6,263,24876
6427035,knowledge,7,184,25060
6427035,refusal,2,222,25383
6427035,people,5,328,27301
6427035,people,2,391,27482
6427035,people,1,547,27703
6427035,priority,3,198,28077
6427035,knowledge,8,243,29921
6427035,refusal,5,548,30397
6427035,refusal,6,977,31306
6427035,priority,5,286,31675
6427035,knowledge,5,746,31827
6427035,people,6,790,32805
6427035,knowledge,9,614,34190
6427035,refusal,7,594,34775
6427035,knowledge,4,180,35189
6427035,people,9,2649,37877
6427036,people,0,993,4473
6427036,priority,0,688,5089
6427036,knowledge,0,2284,6532
6427036,people,1,554,7516
6427036,priority,1,383,9759
6427036,knowledge,1,1205,11236
6427036,refusal,0,978,14069
6427036,refusal,3,367,16479
6427036,refusal,1,2146,16980
6427036,refusal,4,991,17608
6427036,people,2,470,18313
6427036,people,5,1155,19468
6427036,priority,2,500,20232
6427036,priority,5,367,21253
6427036,people,7,262,21677
6427036,knowledge,2,567,22111
6427036,priority,3,1082,23091
6427036,knowledge,3,592,23785
6427036,knowledge,5,785,24600
6427036,refusal,6,177,26462
6427036,people,8,473,27389
6427036,people,3,339,27758
6427036,knowledge,7,113,28036
6427036,refusal,2,514,29677
6427036,priority,8,211,30475
6427036,refusal,5,547,30640
6427036,people,6,449,31193
6427036,knowledge,9,545,31944
6427036,refusal,7,217,32197
6427036,knowledge,8,1110,33159
6427036,knowledge,6,670,33523
6427037,people,0,327,1758
6427037,priority,0,822,3849
6427037,knowledge,0,2143,6499
6427037,people,1,575,7383
6427037,refusal,0,1098,9097
6427037,priority,1,188,10448
6427037,priority,2,356,10804
6427037,priority,4,151,10955
6427037,people,2,419,11573
6427037,people,8,814,12387
6427037,knowledge,1,700,13710
6427037,refusal,1,492,17190
6427037,refusal,4,521,17767
6427037,refusal,3,433,20543
6427037,knowledge,2,2571,22117
6427037,knowledge,3,585,22756
6427037,knowledge,7,444,23222
6427037,people,3,408,24567
6427037,refusal,2,273,25448
6427037,refusal,5,307,25776
6427037,knowledge,8,528,27407
6427037,people,5,351,27784
6427037,priority,3,363,28290
6427037,priority,5,147,28462
6427037,priority,8,298,28769
6427037,priority,9,402,29171
6427037,refusal,6,184,30181
6427038,people,0,1431,8419
6427038,priority,0,2812,12218
6427038,people,1,438,13524
6427038,priority,1,120,17038
6427038,priority,2,186,17224
6427038,knowledge,1,866,18789
6427038,knowledge,0,4953,20484
6427038,knowledge,2,585,22752
6427038,refusal,1,1007,23822
6427038,refusal,0,1974,24092
6427038,refusal,4,526,24618
6427038,people,2,792,26515
6427038,people,8,2423,29494
6427038,people,3,421,29915
6427038,priority,4,478,30225
6427038,priority,8,372,30700
6427038,priority,9,670,31370
6427038,refusal,5,403,31890
6427038,refusal,6,141,32090
6427038,knowledge,9,174,32332
6427039,people,0,353,1013
6427039,priority,0,296,1863
6427039,knowledge,0,1038,3874
6427039,people,1,203,4285
6427039,refusal,0,196,4614
6427039,priority,1,106,5218
6427039,knowledge,1,431,5820
6427039,refusal,1,116,6186
6427039,people,2,477,6701
6427039,refusal,4,126,6995
6427039,people,7,161,7819
6427039,priority,2,215,8100
6427039,refusal,3,198,8432
6427039,refusal,5,151,9021
6427039,priority,3,364,9764
6427039,knowledge,2,746,10666
6427039,people,3,320,11036
6427039,knowledge,6,333,11449
6427039,refusal,6,255,11863
6427039,priority,4,136,12806
6427040,priority,0,503,2081
6427040,people,0,492,2409
6427040,knowledge,0,1815,4584
6427040,refusal,0,460,5437
6427040,priority,1,159,6179
6427040,knowledge,1,527,7077
6427040,refusal,3,841,11677
6427040,refusal,1,1685,12594
6427040,refusal,4,550,12789
6427040,people,5,628,13679
6427040,priority,2,224,14200
6427040,people,3,613,15101
6427040,priority,3,688,15814
6427040,knowledge,8,367,17448
6427040,priority,4,270,18944
6427040,refusal,5,486,19982
6427040,refusal,2,494,21824
6427040,knowledge,9,225,23462
6427040,refusal,7,280,23799
6427040,priority,6,287,25787
6427040,priority,9,166,26701
6427040,people,7,836,27372
6427040,knowledge,6,1049,29195
6427040,knowledge,5,837,29817
6427040,knowledge,2,1296,30613
6427040,priority,7,353,30757
6427040,people,1,207,31507
6427040,people,2,966,32901
6427040,people,6,2298,33657
6427040,people,8,1509,34448
6427040,knowledge,7,261,34780
6427040,refusal,8,98,35654
6427040,knowledge,3,649,36273
6427040,knowledge,4,457,36715
6427040,priority,5,431,36923
6427040,people,9,1237,37365
6427040,priority,8,542,37836
6427040,people,4,1074,39151
6427040,refusal,9,645,39793
6427041,priority,0,370,2510
6427041,refusal,0,772,10872
6427041,priority,4,215,12442
6427041,knowledge,1,187,12959
6427041,knowledge,0,2160,13618
6427041,people,1,1359,14798
6427041,people,0,716,14987
6427041,people,8,432,15630
6427041,priority,1,78,17649
6427041,priority,2,199,17848
6427041,refusal,4,733,19014
6427041,refusal,1,1051,19508
6427041,priority,8,237,20145
6427041,people,3,318,23375
6427041,knowledge,2,710,25887
6427041,knowledge,6,550,26215
6427041,people,2,970,26666
6427041,refusal,5,266,28727
6427041,priority,5,91,29951
6427041,priority,9,533,30035
6427041,priority,3,324,30216
6427041,knowledge,5,112,30450
6427041,knowledge,7,351,30836
6427041,knowledge,3,177,31013
6427041,refusal,3,94,31321
6427041,refusal,6,447,32112
6427041,knowledge,8,150,32492
6427041,knowledge,9,190,32765
6427042,people,0,535,1256
6427042,priority,0,426,2067
